id,text,username,hashtags,created_at,user followers count,replycount,retweetcount,likecount,quotecount,language,quotedtweet,inReplyToTweetId,inReplyToUser,mentionedUsers
1525855083220455424,"@narendramodi आज भारतीय बैडमिंटन के लिए एक ऐतिहासिक दिन है। भारतीय टीम ने पहली बार इंडोनेशिया को 3-0 से हरा कर थॉमस कप जीता। भारतीय बैडमिंटन टीम को हार्दिक बधाई। टीम के सभी सदस्यों को उज्ज्वल भविष्य हेतु ढेरों मंगलकामनाएं।

#ThomasCup",parivara_sa7546,['ThomasCup'],2022-05-15 15:06:15+00:00,2033,0,0,1,0,hi,,1.5258327827775488e+18,https://twitter.com/narendramodi,"@narendramodi आज भारतीय बैडमिंटन के लिए एक ऐतिहासिक दिन है। भारतीय टीम ने पहली बार इंडोनेशिया को 3-0 से हरा कर थॉमस कप जीता। भारतीय बैडमिंटन टीम को हार्दिक बधाई। टीम के सभी सदस्यों को उज्ज्वल भविष्य हेतु ढेरों मंगलकामनाएं।

#ThomasCup"
1525854943571509249,"@NitishKumar Sir, build infrastructure for some sports in Bihar too, so that the youth of Bihar can also go to the Olympics and bring medals.
#ThomasCup2022 #ThomasCup",sarojsurabhi1,"['ThomasCup2022', 'ThomasCup']",2022-05-15 15:05:42+00:00,8,1,0,3,0,en,,1.5258528465155768e+18,https://twitter.com/NitishKumar,"@NitishKumar Sir, build infrastructure for some sports in Bihar too, so that the youth of Bihar can also go to the Olympics and bring medals.
#ThomasCup2022 #ThomasCup"
1525854942291906561,"Congratulations#teamindia
#ThomasCup2022 
#ThomasCup 
#TeamIndia ...",Shashimaulitri5,"['ThomasCup2022', 'ThomasCup', 'TeamIndia']",2022-05-15 15:05:41+00:00,1,0,0,1,0,en,,,,"Congratulations#teamindia
#ThomasCup2022 
#ThomasCup 
#TeamIndia ..."
1525854697504251904,"Presently India is not a hub of of world sport but it isn't what it was a decade or so earlier, just a one sport nation either. The future is far but the present is promising a fruitful future for other sports here #LakshyaSen #ThomasCup2022 #ThomasCupChampions #ThomasCup",JacobVineet,"['LakshyaSen', 'ThomasCup2022', 'ThomasCupChampions', 'ThomasCup']",2022-05-15 15:04:43+00:00,98,0,0,1,0,en,,,,"Presently India is not a hub of of world sport but it isn't what it was a decade or so earlier, just a one sport nation either. The future is far but the present is promising a fruitful future for other sports here #LakshyaSen #ThomasCup2022 #ThomasCupChampions #ThomasCup"
1525854659042082816,Aaj Se Pehele Jh@@ta Kisi Ko Pata nahi Tha Ki yeh #ThomasCup Hota Kya hai aur Kis khel Main Milta Hai ...By the Way Congratulations to #TeamIndia for This Big Win from All Those Who were Constant Viewers.,ChiefBhagwaArmy,"['ThomasCup', 'TeamIndia']",2022-05-15 15:04:34+00:00,20,0,0,0,0,en,,,,Aaj Se Pehele Jh@@ta Kisi Ko Pata nahi Tha Ki yeh #ThomasCup Hota Kya hai aur Kis khel Main Milta Hai ...By the Way Congratulations to #TeamIndia for This Big Win from All Those Who were Constant Viewers.
1525854643456479234,congrats India #thomasCup,naghimanshu1,['thomasCup'],2022-05-15 15:04:30+00:00,46,0,0,0,0,ca,,,,congrats India #thomasCup
1525854603396382721,"RT ysjagan ""Talent combined with strong teamwork is the perfect recipe for success.
Heartiest congratulations to Lakshya Sen, Chirag Shetty, Satwiksairaj Rankireddy and HS Prannoy for making history today.
#ThomasCup""",RaghuRamPspk,['ThomasCup'],2022-05-15 15:04:21+00:00,28,0,0,0,0,en,,,,"RT ysjagan ""Talent combined with strong teamwork is the perfect recipe for success.
Heartiest congratulations to Lakshya Sen, Chirag Shetty, Satwiksairaj Rankireddy and HS Prannoy for making history today.
#ThomasCup"""
1525854252647985152,#BoredWithCricket watching his debate after a long time the way he understand the mood nobody can expose the vicious triangle cricket bollywood politics I'll be always there to support #ThomasCup,FullCycle4,"['BoredWithCricket', 'ThomasCup']",2022-05-15 15:02:57+00:00,0,0,0,0,0,en,,,,#BoredWithCricket watching his debate after a long time the way he understand the mood nobody can expose the vicious triangle cricket bollywood politics I'll be always there to support #ThomasCup
1525854049865990144,Congratulations Team India...#ThomasCup,Dhirendra0727,['ThomasCup'],2022-05-15 15:02:09+00:00,5,0,1,1,0,en,,,,Congratulations Team India...#ThomasCup
1525853901014155264,"Another feather in the cap for "" India "" 🇮🇳 Nation beams with pride as India's badminton Team wins its first ever Thomas Cup. Many congratulations to all the team members for the extraordinary feat that will inspire the sportspersons of generations to come. #ThomasCup #Badminton",KrutaarThh,"['ThomasCup', 'Badminton']",2022-05-15 15:01:33+00:00,486,0,1,1,0,en,,,,"Another feather in the cap for "" India "" 🇮🇳 Nation beams with pride as India's badminton Team wins its first ever Thomas Cup. Many congratulations to all the team members for the extraordinary feat that will inspire the sportspersons of generations to come. #ThomasCup #Badminton"
1525853259797524480,Long way to go until India becomes a truly multi sport loving nation but it is slowing moving towards that stage and this victory by #LakshyaSen at #ThomasCup is an evidence of that fact,JacobVineet,"['LakshyaSen', 'ThomasCup']",2022-05-15 14:59:00+00:00,98,1,1,4,0,en,,,,Long way to go until India becomes a truly multi sport loving nation but it is slowing moving towards that stage and this victory by #LakshyaSen at #ThomasCup is an evidence of that fact
1525853000186855424,@PRANNOYHSPRI Congratulations for spectacular win in the #ThomasCup finals &amp; maiden championship 🥇,brijmehta,['ThomasCup'],2022-05-15 14:57:58+00:00,122,0,0,0,0,en,,1.5258039964886876e+18,https://twitter.com/PRANNOYHSPRI,@PRANNOYHSPRI Congratulations for spectacular win in the #ThomasCup finals &amp; maiden championship 🥇
1525852472689844225,"Badminton: History Created

India wins the Thomas Cup for the first time in HISTORY 

#ThomasCup2022 
#ThomasCup",craftynotfound,"['ThomasCup2022', 'ThomasCup']",2022-05-15 14:55:53+00:00,2,0,0,2,0,en,,,,"Badminton: History Created

India wins the Thomas Cup for the first time in HISTORY 

#ThomasCup2022 
#ThomasCup"
1525852466956292101,"Wait is over 
India won the #ThomasCup 1st time in 73 years
day by day we create a magnificent historical moments.
#TeamIndia
#BadmintonIndonesia 
#IndiaontheRise",Saurabh_yadav__,"['ThomasCup', 'TeamIndia', 'BadmintonIndonesia', 'IndiaontheRise']",2022-05-15 14:55:51+00:00,30,0,0,1,0,en,,,,"Wait is over 
India won the #ThomasCup 1st time in 73 years
day by day we create a magnificent historical moments.
#TeamIndia
#BadmintonIndonesia 
#IndiaontheRise"
1525852273712459776,"This could be a watershed moment in India's badminton history, congratulations #LakshyaSen on this grand #ThomasCup win and making India proud at world stage",JacobVineet,"['LakshyaSen', 'ThomasCup']",2022-05-15 14:55:05+00:00,98,0,0,2,0,en,,,,"This could be a watershed moment in India's badminton history, congratulations #LakshyaSen on this grand #ThomasCup win and making India proud at world stage"
1525852229688696832,"@thisissanjubjp हार्दिक बधाई। 
जय​ हिंद! 🇮🇳 
#ThomasCup",RamPrqtapBjp,['ThomasCup'],2022-05-15 14:54:55+00:00,875,0,0,1,0,hi,,1.5257961076236247e+18,https://twitter.com/thisissanjubjp,"@thisissanjubjp हार्दिक बधाई। 
जय​ हिंद! 🇮🇳 
#ThomasCup"
1525852096725078016,"@myogiadityanath बैडमिंटन में भारत ने रचा इतिहास। 
हार्दिक बधाई। 
जय​ हिंद 🇮🇳 
#ThomasCup",RamPrqtapBjp,['ThomasCup'],2022-05-15 14:54:23+00:00,875,0,0,4,0,hi,,1.5257844810716733e+18,https://twitter.com/myogiadityanath,"@myogiadityanath बैडमिंटन में भारत ने रचा इतिहास। 
हार्दिक बधाई। 
जय​ हिंद 🇮🇳 
#ThomasCup"
1525851935907393536,"BWF Thailand Open.

1. Srikkanth vs Kashyap
2.Sameer vs Gemke
3.Sourabh vs Junior Popov
4. Prannoy vs Diew
5. Praneeth vs Wangcharoen
6. Sindhu vs Qualifier
7. Saina vs Kim Ga Eun.

#Badminton #ThomasCup",msudh98,"['Badminton', 'ThomasCup']",2022-05-15 14:53:45+00:00,240,3,0,2,0,in,,,,"BWF Thailand Open.

1. Srikkanth vs Kashyap
2.Sameer vs Gemke
3.Sourabh vs Junior Popov
4. Prannoy vs Diew
5. Praneeth vs Wangcharoen
6. Sindhu vs Qualifier
7. Saina vs Kim Ga Eun.

#Badminton #ThomasCup"
1525851910112088064,congratulations #badmintonindia #ThomasCup,pritamm91117617,"['badmintonindia', 'ThomasCup']",2022-05-15 14:53:38+00:00,3,0,0,0,0,en,,,,congratulations #badmintonindia #ThomasCup
1525851632222605313,"Congrats team .
If our men wouldn't have put efforts, this would not been possible #ThomasCup
#win",evconlight,"['ThomasCup', 'win']",2022-05-15 14:52:32+00:00,7,0,0,0,0,en,,,,"Congrats team .
If our men wouldn't have put efforts, this would not been possible #ThomasCup
#win"
1525851486743236609,"थॉमस कप की ऐतिहासिक विजय के लिए भारतीय बैडमिंटन टीम व स्टाफ @bai_media को हार्दिक शुभकामनाएं।हमें आप पर गर्व है।

जय हिंद
 #ThomasCup
#golatourism❤️",GolaTourism,"['ThomasCup', 'golatourism']",2022-05-15 14:51:58+00:00,140,0,2,11,0,hi,,,,"थॉमस कप की ऐतिहासिक विजय के लिए भारतीय बैडमिंटन टीम व स्टाफ @bai_media को हार्दिक शुभकामनाएं।हमें आप पर गर्व है।

जय हिंद
 #ThomasCup
#golatourism❤️"
1525851309508743168,"Historic moment in history ♥️
Congratulations team india

#ThomasCup",Shivani73961913,['ThomasCup'],2022-05-15 14:51:15+00:00,9,0,0,1,0,en,,,,"Historic moment in history ♥️
Congratulations team india

#ThomasCup"
1525851224666681344,"Congratulations on bringing prestigious #ThomasCup home.
Historic achievement for all of us.
#ThomasCup2022 
#badmintonindia 
Jai Hind 🇮🇳",__sandeepthakur,"['ThomasCup', 'ThomasCup2022', 'badmintonindia']",2022-05-15 14:50:55+00:00,20,0,0,0,0,en,,,,"Congratulations on bringing prestigious #ThomasCup home.
Historic achievement for all of us.
#ThomasCup2022 
#badmintonindia 
Jai Hind 🇮🇳"
1525851034291433472,"अविस्मरणीय, ऐतिहासिक,अद्भुत, शानदार जीत के लिए भारतीय बैडमिंटन खिलाड़ियों और टीम के सभी सदस्यों को ढ़ेरों शुभकामनाएं ❤️❤️❤️ #ThomasCup",Abhishek0937,['ThomasCup'],2022-05-15 14:50:10+00:00,4,0,0,0,0,hi,,,,"अविस्मरणीय, ऐतिहासिक,अद्भुत, शानदार जीत के लिए भारतीय बैडमिंटन खिलाड़ियों और टीम के सभी सदस्यों को ढ़ेरों शुभकामनाएं ❤️❤️❤️ #ThomasCup"
1525851027966029825,"Indeed history has been created today, and there's so much more to come. Onwards and upwards only 🇮🇳

#ThomasCup 🏸",adeityaa,['ThomasCup'],2022-05-15 14:50:08+00:00,166,0,0,0,0,en,,,,"Indeed history has been created today, and there's so much more to come. Onwards and upwards only 🇮🇳

#ThomasCup 🏸"
1525850947842613248,"First-ever finals, First-ever Gold and First-ever #ThomasCup in 73 years. Congratulations Team India on scripting a memorable chapter in Indian sports history and giving us this #newfeeling of pride.
Take a bow!",airvistara,"['ThomasCup', 'newfeeling']",2022-05-15 14:49:49+00:00,201805,5,3,61,0,en,,,,"First-ever finals, First-ever Gold and First-ever #ThomasCup in 73 years. Congratulations Team India on scripting a memorable chapter in Indian sports history and giving us this #newfeeling of pride.
Take a bow!"
1525850783765344258,#ThomasCup,MKRAY79116366,['ThomasCup'],2022-05-15 14:49:10+00:00,21,0,0,0,0,qht,,,,#ThomasCup
1525850722889150465,#ThomasCup,Viveklogger,['ThomasCup'],2022-05-15 14:48:55+00:00,46,0,0,0,0,qht,,,,#ThomasCup
1525850630723899392,"Congrats 🇮🇳 
Historic win🏸 at #ThomasCup.👏👏",saanvi_22,['ThomasCup'],2022-05-15 14:48:33+00:00,97,0,0,0,0,en,,,,"Congrats 🇮🇳 
Historic win🏸 at #ThomasCup.👏👏"
1525850602911125504,"#ThomasCup2022 #ThomasCup #TeamIndia  
History created at Bangkok
India lifts Thomas cup for the first time 🇮🇳❤️
PROUD MOMENT",titly0120,"['ThomasCup2022', 'ThomasCup', 'TeamIndia']",2022-05-15 14:48:27+00:00,7,0,0,2,0,en,,,,"#ThomasCup2022 #ThomasCup #TeamIndia  
History created at Bangkok
India lifts Thomas cup for the first time 🇮🇳❤️
PROUD MOMENT"
1525850552352985088,"🚨 INDIA WINS THOMAS CUP 🚨 

What a day 🤩
What a moment 😭
History Created 😎

💥India beats 14-time champ 🇮🇩 to win First #ThomasCup 

Past winners 
🇮🇩 | 14
🇨🇳 | 10
🇲🇾 | 5
🇩🇰 | 1
🇯🇵 | 1 
👉 Now India 🇮🇳 | 1

Great job team ✌️",iamSuroliya,['ThomasCup'],2022-05-15 14:48:15+00:00,3732,0,0,4,0,en,,,,"🚨 INDIA WINS THOMAS CUP 🚨 

What a day 🤩
What a moment 😭
History Created 😎

💥India beats 14-time champ 🇮🇩 to win First #ThomasCup 

Past winners 
🇮🇩 | 14
🇨🇳 | 10
🇲🇾 | 5
🇩🇰 | 1
🇯🇵 | 1 
👉 Now India 🇮🇳 | 1

Great job team ✌️"
1525850462326403073,#ThomasCup @lakshya_sen 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️,krsubodh07,['ThomasCup'],2022-05-15 14:47:53+00:00,54,0,0,0,0,und,,,,#ThomasCup @lakshya_sen 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️
1525850170537103360,"हमारे पास हर समस्या का हल होता है, बस समस्या दूसरों की होनी चाहिए #Eurovision #ThomasCup2022 #VikramAudioLaunch #ThomasCup",Archana23446212,"['Eurovision', 'ThomasCup2022', 'VikramAudioLaunch', 'ThomasCup']",2022-05-15 14:46:44+00:00,340,0,0,0,0,hi,,,,"हमारे पास हर समस्या का हल होता है, बस समस्या दूसरों की होनी चाहिए #Eurovision #ThomasCup2022 #VikramAudioLaunch #ThomasCup"
1525850023497347073,"India scripts history to win it's first ever Thomas Cup by beating 14-time champions Indonesia. 
Congratulations👏 🇮🇳
#ThomasCup2022
#TeamIndia #BadmintonIndonesia
#ThomasCup #proudmoment",HarshitVajpaye3,"['ThomasCup2022', 'TeamIndia', 'BadmintonIndonesia', 'ThomasCup', 'proudmoment']",2022-05-15 14:46:09+00:00,10,0,0,2,0,en,,,,"India scripts history to win it's first ever Thomas Cup by beating 14-time champions Indonesia. 
Congratulations👏 🇮🇳
#ThomasCup2022
#TeamIndia #BadmintonIndonesia
#ThomasCup #proudmoment"
1525849856870273024,"Salute!🇮🇳

Historic win🏸 at #ThomasCup.👏👏",PandeyAnshu13,['ThomasCup'],2022-05-15 14:45:29+00:00,10,0,0,0,0,en,,,,"Salute!🇮🇳

Historic win🏸 at #ThomasCup.👏👏"
1525849766282031104,congratulations India 👌👌👏👏👏👏👏👏👏🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳#ThomasCup,SARASWA90390624,['ThomasCup'],2022-05-15 14:45:07+00:00,6,0,0,0,0,en,,,,congratulations India 👌👌👏👏👏👏👏👏👏🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳#ThomasCup
1525849741858598914,"congratulations team india🙌🙌❤️ for creating history..more way to!! @srikidambi 
#ThomasCup2022 #ThomasCup #Badminton",shubhamgupta533,"['ThomasCup2022', 'ThomasCup', 'Badminton']",2022-05-15 14:45:02+00:00,117,0,0,1,0,en,,,,"congratulations team india🙌🙌❤️ for creating history..more way to!! @srikidambi 
#ThomasCup2022 #ThomasCup #Badminton"
1525849727559823360,"Congratulations to our badminton 🏸 champions, who have won the #ThomasCup and made 135 crore Indians proud. 
@Media_SAI",DPrajapat1,['ThomasCup'],2022-05-15 14:44:58+00:00,239,0,0,2,0,en,,,,"Congratulations to our badminton 🏸 champions, who have won the #ThomasCup and made 135 crore Indians proud. 
@Media_SAI"
1525849491437682688,@srikidambi congrats to India on wining the #ThomasCup..your performance was nail biting at 2nd set..but you finished strong!!,iammattthew,['ThomasCup'],2022-05-15 14:44:02+00:00,22,0,0,0,0,en,,,,@srikidambi congrats to India on wining the #ThomasCup..your performance was nail biting at 2nd set..but you finished strong!!
1525849412597354496,"What a moment for india 🏸👏Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 

@lakshya_sen @srikidambi @PRANNOYHSPRI @satwiksairaj @Shettychirag04 @arjunmr",ParimalAdhika13,"['TeamIndia', 'ThomasCup']",2022-05-15 14:43:43+00:00,13,0,0,2,0,en,,,,"What a moment for india 🏸👏Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 

@lakshya_sen @srikidambi @PRANNOYHSPRI @satwiksairaj @Shettychirag04 @arjunmr"
1525849316598108161,The point is that Indonesia is so proud of all the #ThomasCup participants 🇮🇩🫶🏻,darrenedwardd,['ThomasCup'],2022-05-15 14:43:20+00:00,39,0,0,0,0,en,,,,The point is that Indonesia is so proud of all the #ThomasCup participants 🇮🇩🫶🏻
1525849314190163976,"India, india and Indians shine everywhere 🇮🇳 💪😍

#ThomasCup #ThomasCup2022",khungersumit,"['ThomasCup', 'ThomasCup2022']",2022-05-15 14:43:20+00:00,174,0,0,0,0,en,,,,"India, india and Indians shine everywhere 🇮🇳 💪😍

#ThomasCup #ThomasCup2022"
1525849267856101376,"Congratulations #Champions
#ThomasCup",GLdevendra,"['Champions', 'ThomasCup']",2022-05-15 14:43:09+00:00,41,0,0,3,0,en,,,,"Congratulations #Champions
#ThomasCup"
1525849219831300096,"@ameetasinh Congratulations to our badminton 🏸 champions, who have won the #ThomasCup and made 135 crore Indians proud.",navyasin,['ThomasCup'],2022-05-15 14:42:57+00:00,9274,0,0,2,0,en,,1.5258481173245665e+18,https://twitter.com/ameetasinh,"@ameetasinh Congratulations to our badminton 🏸 champions, who have won the #ThomasCup and made 135 crore Indians proud."
1525848844717670401,"History Created at Bangkok
India wins #ThomasCup 
Kudos Team India",gopi_chirps,['ThomasCup'],2022-05-15 14:41:28+00:00,113,0,0,1,0,en,,,,"History Created at Bangkok
India wins #ThomasCup 
Kudos Team India"
1525848701628997637,"Woooohhhhoooooo!!!!
India wins #ThomasCup for the 1st time. AMAZING INDIAN BADMINTON TEAM. What a FEAT you achieved!!!!!!

Boys,amazing. 
#TeamIndia",v_faith9,"['ThomasCup', 'TeamIndia']",2022-05-15 14:40:54+00:00,5,0,0,0,0,en,,,,"Woooohhhhoooooo!!!!
India wins #ThomasCup for the 1st time. AMAZING INDIAN BADMINTON TEAM. What a FEAT you achieved!!!!!!

Boys,amazing. 
#TeamIndia"
1525848115969859589,"@lakshya_sen Lakshya of achieving the #ThomasCup accomplished so gloriously!
We are proud of you! Hats off to you!
🇳🇪 Jai Hind!🇳🇪👍",AshirdaKumar,['ThomasCup'],2022-05-15 14:38:34+00:00,1067,0,0,0,0,en,,1.5258130535181312e+18,https://twitter.com/lakshya_sen,"@lakshya_sen Lakshya of achieving the #ThomasCup accomplished so gloriously!
We are proud of you! Hats off to you!
🇳🇪 Jai Hind!🇳🇪👍"
1525848019639205888,"wait......
you saying that India won #ThomasCup 😱😱🥹",aditya_gona,['ThomasCup'],2022-05-15 14:38:11+00:00,79,0,0,0,0,en,,,,"wait......
you saying that India won #ThomasCup 😱😱🥹"
1525847937015750657,"HISTORY🇮🇳CREATED
India Win 1st-Ever #ThomasCup Gold, historic moment of all Indians! 

Congratulations to whole team. 🏸❤️",iam_shivamsinha,['ThomasCup'],2022-05-15 14:37:51+00:00,829,0,0,1,0,en,,,,"HISTORY🇮🇳CREATED
India Win 1st-Ever #ThomasCup Gold, historic moment of all Indians! 

Congratulations to whole team. 🏸❤️"
1525847858695573506,"@lakshya_sen Mighty congratulations to the team! A great chapter for Indian badminton!
Hope many many more chapters to come!!
#TeamIndia #Champions #ThomasCup",prabhudev89,"['TeamIndia', 'Champions', 'ThomasCup']",2022-05-15 14:37:33+00:00,329,0,0,0,0,en,,1.5258130535181312e+18,https://twitter.com/lakshya_sen,"@lakshya_sen Mighty congratulations to the team! A great chapter for Indian badminton!
Hope many many more chapters to come!!
#TeamIndia #Champions #ThomasCup"
1525847681855131648,"It's first time after independence. #ThomasCup Proud moment for every athlete &amp; citizens. I hope every sport in India would get same amount of attention &amp; support in future. @BAI_Media

#ThomasCup2022 #ThomasUberCups #ThomasAndUberCup2022 #ThomasCup2020 #KidambiSrikanth #",purekathiawadi,"['ThomasCup', 'ThomasCup2022', 'ThomasUberCups', 'ThomasAndUberCup2022', 'ThomasCup2020', 'KidambiSrikanth']",2022-05-15 14:36:50+00:00,392,0,0,0,0,en,,,,"It's first time after independence. #ThomasCup Proud moment for every athlete &amp; citizens. I hope every sport in India would get same amount of attention &amp; support in future. @BAI_Media

#ThomasCup2022 #ThomasUberCups #ThomasAndUberCup2022 #ThomasCup2020 #KidambiSrikanth #"
1525847532488003584,"@BCNagesh_bjp 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇🥇👏🏻👏🏻🍫
Thanks &amp; Good Luck Nagesh Sir Forever
Jai Hind",TsraoGayatri,"['TeamIndia', 'ThomasCup']",2022-05-15 14:36:15+00:00,175,0,0,1,0,en,,1.5258169368560517e+18,https://twitter.com/BCNagesh_bjp,"@BCNagesh_bjp 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇🥇👏🏻👏🏻🍫
Thanks &amp; Good Luck Nagesh Sir Forever
Jai Hind"
1525847396378218498,Congratulations to the Indian badminton team on the extraordinary win 🎉🎉🎉 #ThomasCup,samanthakimia,['ThomasCup'],2022-05-15 14:35:42+00:00,4,0,0,1,0,en,,,,Congratulations to the Indian badminton team on the extraordinary win 🎉🎉🎉 #ThomasCup
1525847380771213312,#ThomasCup,itssbhushan9322,['ThomasCup'],2022-05-15 14:35:39+00:00,19,0,0,0,0,qht,,,,#ThomasCup
1525847368469336070,"@BadmintonTalk Terima kasih Tim Thomas Indonesia, kali ini perak, next time Gold pasti bisa. Terima kasih sudah buat kita bangga. #ThomasCup2022 #ThomasCup",Nwkpbear,"['ThomasCup2022', 'ThomasCup']",2022-05-15 14:35:36+00:00,6,0,0,0,0,in,,1.5257739187530834e+18,https://twitter.com/BadmintonTalk,"@BadmintonTalk Terima kasih Tim Thomas Indonesia, kali ini perak, next time Gold pasti bisa. Terima kasih sudah buat kita bangga. #ThomasCup2022 #ThomasCup"
1525847313058435079,"Bharat hamesha jeetne ke liye taiyaar rehta hai ✨

Congratulations to #TeamIndia on winning the #ThomasCup and making us all proud! 🇮🇳🏸 

#Snapdeal #ThomasCup2022",snapdeal,"['TeamIndia', 'ThomasCup', 'Snapdeal', 'ThomasCup2022']",2022-05-15 14:35:22+00:00,900675,1,0,5,0,en,,,,"Bharat hamesha jeetne ke liye taiyaar rehta hai ✨

Congratulations to #TeamIndia on winning the #ThomasCup and making us all proud! 🇮🇳🏸 

#Snapdeal #ThomasCup2022"
1525847266887536641,@WasimJaffer14 #ThomasCup,Rajdwip06,['ThomasCup'],2022-05-15 14:35:11+00:00,2,0,0,0,0,qme,,1.525778209400234e+18,https://twitter.com/WasimJaffer14,@WasimJaffer14 #ThomasCup
1525847170209189888,"Talent combined with strong teamwork is the perfect recipe for success.
Heartiest congratulations to Lakshya Sen, Chirag Shetty, Satwiksairaj Rankireddy and HS Prannoy for making history today.
#ThomasCup",ysjagan,['ThomasCup'],2022-05-15 14:34:48+00:00,2363275,56,493,2784,7,en,,1.5258048398293852e+18,https://twitter.com/ysjagan,"Talent combined with strong teamwork is the perfect recipe for success.
Heartiest congratulations to Lakshya Sen, Chirag Shetty, Satwiksairaj Rankireddy and HS Prannoy for making history today.
#ThomasCup"
1525847135148642304,"@Neeraj_chopra1 @lakshya_sen @srikidambi @PRANNOYHSPRI @satwiksairaj @Shettychirag04 @arjunmr @dhruvkapilaa 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇.👏🏻👏🏻🍫
Thanks &amp; Good Luck Neeraj Chopra Forever.
Jai Hind",TsraoGayatri,"['TeamIndia', 'ThomasCup']",2022-05-15 14:34:40+00:00,175,0,0,3,0,en,,1.52582893870635e+18,https://twitter.com/Neeraj_chopra1,"@Neeraj_chopra1 @lakshya_sen @srikidambi @PRANNOYHSPRI @satwiksairaj @Shettychirag04 @arjunmr @dhruvkapilaa 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇.👏🏻👏🏻🍫
Thanks &amp; Good Luck Neeraj Chopra Forever.
Jai Hind"
1525846554287845377,"@rashtrapatibhvn 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇.
Thanks &amp; Good Luck President Sir Forever.
Jai Hind",TsraoGayatri,"['TeamIndia', 'ThomasCup']",2022-05-15 14:32:22+00:00,175,0,0,1,0,en,,1.5257993602266767e+18,https://twitter.com/rashtrapatibhvn,"@rashtrapatibhvn 🙏🏻🇮🇳🌍👍🏻💐Jai Sri Krisna.
Teamwork Makes The Dreamwork.
Congratulations to all the members of #TeamIndia on their historic #ThomasCup win. 🇮🇳 I hope this victory inspires the next generation to play the sport. 🏆 🥇.
Thanks &amp; Good Luck President Sir Forever.
Jai Hind"
1525846483181809664,Congratulations to all the Indians for winning  the #ThomasCup first time in the history.,BikramThakur77,['ThomasCup'],2022-05-15 14:32:05+00:00,49,0,1,2,0,en,,,,Congratulations to all the Indians for winning  the #ThomasCup first time in the history.
1525846360997605376,"Congratulations team India 
I proud of you India team👍
🥰🥰 the historical day 
#ThomasCup",Archnas30603651,['ThomasCup'],2022-05-15 14:31:35+00:00,2,0,0,1,0,en,,,,"Congratulations team India 
I proud of you India team👍
🥰🥰 the historical day 
#ThomasCup"
1525845971548401665,"Historic moment for Indian sport.
Congratulations. I wish the same thing happens to our #RCB team too. #escn
#ThomasCup2022 #ThomasCup",iamsamkon,"['RCB', 'escn', 'ThomasCup2022', 'ThomasCup']",2022-05-15 14:30:03+00:00,4,0,0,1,0,en,,,,"Historic moment for Indian sport.
Congratulations. I wish the same thing happens to our #RCB team too. #escn
#ThomasCup2022 #ThomasCup"
1525845913171701760,"Historic win for India in Thomas Cup. Bharat knocked down 14 times champion Indonesia  the #ThomasCup

Bharat mata ki jai 🇮🇳",SatishAggarwal9,['ThomasCup'],2022-05-15 14:29:49+00:00,1189,0,0,0,0,en,,,,"Historic win for India in Thomas Cup. Bharat knocked down 14 times champion Indonesia  the #ThomasCup

Bharat mata ki jai 🇮🇳"
